Creator,SwallowIDs,URLs
"Girard, Guylaine",13919,http://viaf.org/viaf/34269616
"Girard, Pascal",8613,http://viaf.org/viaf/24906583
"Girouard, Scott Girouard",12827,
"Giroux, Hélène",9142,http://viaf.org/viaf/7608159477673827990007
"Giroux, S.",9479,
"Gismondi, Melissa",13346,
"Giuliano, David",9273; 9277,http://viaf.org/viaf/102814565
"Gizli, Mila",8222; 8225,
"Glenn, Lorri Neilsen",10775,http://viaf.org/viaf/60649535
"Glidden, Sarah",8274,http://viaf.org/viaf/159846616
"Gloom, Ennie",9565,
"Glynn, Tracy",9697,"https://viaf.org/viaf/42153713723458660637/#Glynn,_Tracy,_1977-"
"Goade, Michaela",12327,http://viaf.org/viaf/31152329238302671761
"Gobby, Jen",10098,http://viaf.org/viaf/15157882851260441129
"Godbout, Geneviève",8480,http://viaf.org/viaf/220725390
"Godbout, Patricia",13928,http://viaf.org/viaf/24011176
"Godbout, Sabryna",13144,http://viaf.org/viaf/1156563428523241378
"Goddard, James Nicholas Dumile",11771,
"Goddard, Michelle F",10285,
"Godin, Céleste",13951,http://viaf.org/viaf/7160307438257742318
"Godin, Derek",13587; 13600,
"Goentoro, Ashley Rose",10283,
"Goerz, Gillian",13423,http://viaf.org/viaf/17158259246202300393
"Goh, Kagan",11937; 13646,http://viaf.org/viaf/250454882
"Gokhale, Veena",13656,http://viaf.org/viaf/41324698
"Gold, Judy,",11337,"https://viaf.org/viaf/166336412/#Gold,_Judy,_1962-"
"Goldberg, Kim",13522; 8369,http://viaf.org/viaf/43474954
"Goldberg, Myla",11338,"https://viaf.org/viaf/70007840/#Goldberg,_Myla."
"GoldenEagle, Carol",10648,http://viaf.org/viaf/313484942
"GoldenEagle, Carol Rose",10421; 10633; 11943; 12977,"http://viaf.org/viaf/313484942; http://viaf.org/viaf/313484942/#GoldenEagle,_Carol_Rose,_1963-; https://viaf.org/viaf/313484942/#GoldenEagle,_Carol_Rose,_1963-"
"Goldeneagle, Carol Rose",8996,http://viaf.org/viaf/313484942
"Goldman, Brian",12711; 12812,http://viaf.org/viaf/73077112
"Goldring, Hugh",10221,http://viaf.org/viaf/7252154983557167860000
"Goldsborough, Gordon",12264,http://viaf.org/viaf/102839028
"Goldsky, Angelic",13771; 13841,
"Goldsmith-Reber, Trudis Elisabeth",12894; 12903; 12907,http://viaf.org/viaf/49736821
"Goldstein, Mark",13662; 8207,http://viaf.org/viaf/48704657
"Goldstone, Gabriele",12354,http://viaf.org/viaf/173792312
"Gollner, Adam",13964,http://viaf.org/viaf/14225088
"Golshan, Sahar",10240,
"Gomes, Martin",9052,
"Gomez, Tito",9124,
"Goncarova, S.B.",8178; 8295,
"Gondek, Jyoti",12555; 12614,https://www.wikidata.org/wiki/Q55122176
"Gonshor, Anna Fishman",12915,
"Gonzalez, Xochitl",10963,http://viaf.org/viaf/19162720979761090160
"Good, Michelle",10115; 10155; 11098; 11218; 11252; 12521; 8981; 9036; 9458; 9865; 9961,"http://viaf.org/viaf/22158066384508430820; http://viaf.org/viaf/22158066384508430820/#Good,_Michelle_1956-; https://viaf.org/viaf/22158066384508430820/#Good,_Michelle,_1956-...."
"Goodden, Ted",10033; 10034; 11291,"http://viaf.org/viaf/250662280; https://viaf.org/viaf/250662280/#Goodden,_Ted,_1947-"
"Goodhand, Seyward",12329,http://viaf.org/viaf/57156495380717561370
"Goodier, Sharon",9621,
"Goodings, Lennie",8783; 8845; 8926; 8932; 9355,http://viaf.org/viaf/107371803; http://viaf.org/viaf/3456158792782339040002; http://viaf.org/viaf/65235951
"Goodison, Lorna",10898,http://viaf.org/viaf/67273781
"Goodman, Joanna",10840,http://viaf.org/viaf/75730621
"Goose, Leanne",10859,
"Gopnik, Adam",8317,http://viaf.org/viaf/84697472
"Gopnik, Blake",8841,http://viaf.org/viaf/63922799
"Goranson, Tamara",10972,http://viaf.org/viaf/14163271426712142867
"Gordaneer, Alisa",8377,http://viaf.org/viaf/73605164
"Gordon,  Bruce D.",11489,
"Gordon, Ariel",10600; 11027; 11028; 11969; 8383; 8573; 9971; 9972,"http://viaf.org/viaf/102831503; https://viaf.org/viaf/102831503/#Gordon,_Ariel,_1973-"
"Gordon, Bruce",11486,
"Gordon, Cait",11449; 11452; 11454,http://viaf.org/viaf/3163408940300092728
"Gordon, Lewis",12344,http://viaf.org/viaf/24718901
"Gordon, Noah Eli",12100,http://viaf.org/viaf/4631624
"Gordon-Corbiere, Mnawaate",10466; 7937,"http://viaf.org/viaf/213161272160347442119; https://viaf.org/viaf/213161272160347442119/#Gordon-Corbiere,_Mnawaate,_1995-"
"Gorman, Don",8664,http://viaf.org/viaf/304273174
"Gornick, Vivian",12718,http://viaf.org/viaf/126540
"Goto, Hiromi",10965; 8596; 8680; 9476,"http://viaf.org/viaf/114529294; https://viaf.org/viaf/114529294/#Goto,_Hiromi,_1966-...."
"Gottfriedson, Garry",11125; 8696,"http://viaf.org/viaf/11027063; https://viaf.org/viaf/11027063/#Gottfriedson,_Garry,_1954-"
"Gottlieb, Lori",12906,http://viaf.org/viaf/66763972
"Gould, John",10449; 11291; 11299; 9373,"http://viaf.org/viaf/4842559; https://viaf.org/viaf/4842559/#Gould,_John,_1959-"
"Gould, Xavier",10386,https://www.wikidata.org/wiki/Q108764501
"Goulding, Selena",10522; 11756,"http://viaf.org/viaf/14145304365278571091; https://viaf.org/viaf/14145304365278571091/#Goulding,_Selena"
"Gouliaras, Eleni",10011; 13914; 9579; 9585,
"Gowan, Helen",10401,
"Gowan, Lee",10697; 8772,http://viaf.org/viaf/53493496
"Gowans, Helen",10585,
"Goyette, Sue",10775; 10793; 10800; 9574; 9594,"http://viaf.org/viaf/23372648; http://viaf.org/viaf/23372648/#Goyette,_Sue,_1964-"
"Grace, Shelly",13575; 13576,
"Grady, Wayne",9528,http://viaf.org/viaf/94516982
"Graefe, Sara",12786,http://viaf.org/viaf/106402598
"Graf, Adele",10043,http://viaf.org/viaf/121554985
"Graham Jones, Stephen",13363,http://viaf.org/viaf/34671257
"Graham, Beth",8958,http://viaf.org/viaf/101383570
"Graham, Catherine",10024; 10477; 12563; 8761; 8840; 8925; 9243; 9773,"http://viaf.org/viaf/286132631; http://viaf.org/viaf/46092679; https://viaf.org/viaf/46092679/#Graham,_Catherine,_1964-"
"Graham, Danielle R.",8651; 9652,
"Graham, Genevieve",10095; 10116; 10193; 10477; 10778; 13449,"http://viaf.org/viaf/179614251; https://viaf.org/viaf/179614251/#Graham,_Genevieve"
"Graham, Joanna",12408; 12411,http://viaf.org/viaf/3148933328254300411
"Graham, Laurie D.",10477; 10862; 9374,"http://viaf.org/viaf/305192698; https://viaf.org/viaf/305192698/#Graham,_Laurie_D."
"Graham, Shirley",11894,http://viaf.org/viaf/11811240
"Granados, Marlowe",12519; 8782,http://viaf.org/viaf/9159154180611991528
"Grand Maître, Marlene",11613; 8377; 8380,http://viaf.org/viaf/14158548588516350632
"Granirer, Pnina",11841,"https://viaf.org/viaf/74126892/#Granirer,_Pnina,_1935-...."
"Grant, Joyce",10477,"https://viaf.org/viaf/254024725/#Grant,_Joyce,_1963-"
"Grant, Michael",8959,
"Grant, Shauntay",8960,http://viaf.org/viaf/102792231
"Grant, Vicki",10106,http://viaf.org/viaf/12258388
"Gratton, Andrée-Anne",10043; 10078,http://viaf.org/viaf/5114448
"Gray Smith, Monique",10930; 11877; 11925; 12027,"https://viaf.org/viaf/301481472/#Gray_Smith,_Monique,_1968-"
"Gray-Cosgrove, Carmella",9049,http://viaf.org/viaf/24162115906902111240
"Greco, Heidi",12107; 13454; 13636,http://viaf.org/viaf/11592606
"Green, Abena Beloved",10791; 10800; 10801; 9532,http://viaf.org/viaf/20151110721837062097
"Green, Hannah",12348; 9677; 9681,http://viaf.org/viaf/10166956067746911518; http://viaf.org/viaf/97201725
"Green, Henry",11844,"https://viaf.org/viaf/4960670/#Green,_Henry_A."
"Green, John",8250,
"Green, Matthew",9467; 9474,
"Greenberg, Arielle",12100,http://viaf.org/viaf/46409615
"Greenblatt, Natasha",9379,http://viaf.org/viaf/63148207830500341497
"Greenfield, Nathan M",9799,"https://viaf.org/viaf/65862088/#Greenfield,_Nathan_M.,_1958-...."
"Greenidge, Kaitlyn",13342,http://viaf.org/viaf/266144647691109806280
"Greenwald, Roger",9978,http://viaf.org/viaf/70370824
"Gregersen, Leif",11859; 11866,"https://viaf.org/viaf/9153530879748701434/#Gregersen,_Leif"
"Gregoire, Joan",9334,http://viaf.org/viaf/77159397308319300131
"Grescoe, Taras",12819; 12896,http://viaf.org/viaf/15982208
"Grienauer, Trudy",11565,
"Griffin, Brit",9272,http://viaf.org/viaf/105994352
"Griffin, George",8269,http://viaf.org/viaf/781150323721609971573
"Grills, Barry",10038,http://viaf.org/viaf/1751313
"Grimmelt, Kristjanna",13917,
"Gripp, Andreas",9951,http://viaf.org/viaf/255351736
"Grisenthwaite, G. A",10477,"https://viaf.org/viaf/35159335409912962148/#Grisenthwaite,_G._A.,_1959-"
"Grisenthwaite, G. A.",11972,"https://viaf.org/viaf/35159335409912962148/#Grisenthwaite,_G._A.,_1959-"
"Grisenthwaite, Gord",8216,http://viaf.org/viaf/35159335409912962148
"Grossman, David",12945; 13944,http://viaf.org/viaf/84234812
"Grossman, Lev",9144,http://viaf.org/viaf/15904503
"Groulx, David",13143; 9351; 9940,http://viaf.org/viaf/472160486067505180008
"Gruber, Adrienne",12104,http://viaf.org/viaf/83535098
"Grubisic, Katia",10389; 13923; 13926; 13964,"http://viaf.org/viaf/48681036; http://viaf.org/viaf/48681036/#Grubi%C5%A1i%C4%87,_Katia"
"Grubišić, Katia",10696; 9892,http://viaf.org/viaf/48681036
"Gubbels, Brent",10402,http://viaf.org/viaf/275163706542429420556
"Gudiño, Sofí",10536,
"Guelfenbein, Carla",11686,"https://viaf.org/viaf/23345734/#Guelfenbein,_Carla,_1959-...."
"Guenette,  Betty",11494,
"Guenther, Faye",10303,http://viaf.org/viaf/12158427941606062014
"Guerra, Pia",8665,http://viaf.org/viaf/34706270
"Guillermo, Kawika",12454; 12500; 8675; 8676; 9825,http://viaf.org/viaf/9228167445397388860002
"Guilly, Stef",11462; 11564; 11566,
"Guiñansaca, Sonia",10098,http://viaf.org/viaf/723163874171545721894
"Guitard, Nicholas",9697; 9802,"https://viaf.org/viaf/102877132/#Guitard,_Nicholas,_1956-"
"Gulliver, Roland",11655; 8727; 8728; 8739; 8747; 8752; 8757; 8766; 8845; 8930; 8972; 8979; 8988; 9020; 9049,
"Gully, Gary",11462,
"Gundar-Goshen, Ayelet",11332; 13958,"http://viaf.org/viaf/257398016; https://viaf.org/viaf/257398016/#Gundar-Goshen,_Ayelet,_1982-...."
"Gunn, Brenda",10275; 11562; 11648; 11659; 11668,"http://viaf.org/viaf/19233186; https://viaf.org/viaf/19233186/#Gunn,_Brenda,_1956-"
"Gunn, Genni",11012; 11223; 8594; 9055,"http://viaf.org/viaf/17082397; https://viaf.org/viaf/17082397/#Gunn,_Genni,_1949-"
"Gunraj, Andrea",10421,"http://viaf.org/viaf/86299844/#Gunraj,_Andrea,_1978-"
"Gunter, Jen",12341; 12998; 13422,http://viaf.org/viaf/107957738
"Guo, Wangtaolue (Gary)",13917,
"Gurel, Katie",9034,
"Gurevich, Nick",9879,
"Guri, River Halen",9941,
"Guriel, Jason",9692,http://viaf.org/viaf/36680432
"Gustafson, Sonja",8326,
"Gutnick, David",9334,http://viaf.org/viaf/105450998
"Guy, Cylita",10472,"https://viaf.org/viaf/16161879192733611758/#Guy,_Cylita"
"Guzman, Victoria",10483,
"Guzzo-McParland, Connie",10067; 11781,http://viaf.org/viaf/306379104
"Guénette, Marie-France",13963,http://viaf.org/viaf/14160544426309980007
"Gwathmey, Matthew",9579,http://viaf.org/viaf/155154590083243080183
"Gyasi, Yaa",9423,http://viaf.org/viaf/117144647683735584397
"Göransson, Johannes",12091; 8239,http://viaf.org/viaf/36341389
"HM, Taylah",8424; 8434,
"Haas, John",11443; 11452; 11454,"https://viaf.org/viaf/2163628878923462890/#Haas,_John,_1968-"
"Haber, Alexandria",8353,
"Haberstroh, Ali",12997,
"Haché, Jonah",10386,
"Hackinen, Meaghan",13466; 13491; 13506,http://viaf.org/viaf/50155343864606311120
"Hackinen, Meaghan Marie",9136,http://viaf.org/viaf/50155343864606311120
"Hackman, Benjamin",9577; 9676,
"Hadhad, Tareq",9740; 9741,
"Haeck, Phil",10039,http://viaf.org/viaf/270830026
Haf n' Haf,13870,
"Hafiz-Ramji, Shazia",8227,http://viaf.org/viaf/5153470811745080914
"Haggart, David",11605,http://viaf.org/viaf/105545183
"Haggarty, Holly",8862,http://viaf.org/viaf/266558386
"Hahn, Daniel",8942,http://viaf.org/viaf/39712004
"Hahnel, Lori",10058; 11811,http://viaf.org/viaf/86238713
"Haigh, Jerry",13311,http://viaf.org/viaf/91363368
"Haigh, Ken",9928,http://viaf.org/viaf/14591062
"Haines, Rayanne",10049; 10108; 13324; 13328; 13337; 8273; 9118; 9898; 9936, http://viaf.org/viaf/10154257786924151145; http://viaf.org/viaf/10154257786924151145
"Haiven, Max",10098,http://viaf.org/viaf/305934007
"Hajer, Jesse",12443,http://viaf.org/viaf/62161451600464102854
"Hajnoczky, Helen",10025; 9112,http://viaf.org/viaf/68751241
"Hakim, Kamal",8238,http://viaf.org/viaf/167149717583810951961
"Haldane, Susan",8776,http://viaf.org/viaf/4753526
"Haldoupis, Nicole",10811; 8994,
"Hale, Amanda",10028; 10029; 10034,http://viaf.org/viaf/255351791
"Halen Guri, River",11870,
"Halevi-Wise, Yael",12945,
"Haley, Heather",13457,http://viaf.org/viaf/11999855
"Haley, Trish",9115,
"Halfe, Louise B - Sky Dancer",12368,http://viaf.org/viaf/55847910
"Halfe, Louise B.",8421,http://viaf.org/viaf/55847910
"Halfe, Louise Bernice",10605; 10930; 10984; 11669; 12968; 9417,"http://viaf.org/viaf/55847910; https://viaf.org/viaf/55847910/#Halfe,_Louise_Bernice,_1953-"
"Halftone, Holly",12331,
"Hall, Chris",12365,
"Hall, Phil",13668; 8207,http://viaf.org/viaf/104120009
"Hall, Renata",10156,
"Hallett Butler, Michelle",9796,"https://viaf.org/viaf/269551707/#Butler_Hallett,_Michelle,_1971-"
"Halligan, Carol",11625,
"Hamaliuk, Don",10255; 10274; 11560; 11659; 11665,
"Hamdan, Khaleefa ‘Apollo the Child’",11678,
"Hamdani, Sumaiya Abbas",10691, http://viaf.org/viaf/12200361
"Hamel, Cary",11174; 12467; 9962,"http://viaf.org/viaf/75701644; https://viaf.org/viaf/75701644/#Hamel,_Cary"
"Hamel, Madonna",10829,
"Hamelin, Louis",13920,http://viaf.org/viaf/85357040
"Hamilton, Ian",9263,http://viaf.org/viaf/43288526
"Hamilton, Karen",9626,"https://viaf.org/viaf/28151533677502770101/#Hamilton,_Karen."
"Hamilton, Rebecca",8583,
"Hamilton, Robert",11445; 11447; 11450; 11452; 11454; 8441,http://viaf.org/viaf/1160725640810181541; http://viaf.org/viaf/160892667
"Hamilton, Sharon",13273; 13274; 13275,http://viaf.org/viaf/63575545
"Hamilton, Sylvia",12035; 12036,http://viaf.org/viaf/105818086
"Hamilton, Tom Gannon",9730,https://www.wikidata.org/w/index.php?title=Q30169202&oldid=1005702699
"Hamm, Annette",10130; 9472; 9997,
"Hammand, Lois",11465,
"Hammond, Lois",10257,
"Hammonds Reed, Christina",9359,http://viaf.org/viaf/16157098293272550016
"Hamon, Max",12819,http://viaf.org/viaf/18156917187154792598
"Hampson, Randi",10543,http://viaf.org/viaf/17156760565540852302
"Hampson, Sharon",10543,http://viaf.org/viaf/60491053
"Hampton, Ian",13303,http://viaf.org/viaf/105148380
"Handman, Misha",10287,
"Haney, Bronwyn",9565,
"Haney, Lori D.",9125; 9126; 9127; 9129,
"Hanif, Mohammed",13641,http://viaf.org/viaf/85852519
"Hank, Saltwater",9479,
"Hanlon, Christine",12285; 12367,http://viaf.org/viaf/106742643
"Hanna, Natalie",10295; 13621; 8238,http://viaf.org/viaf/106037535; http://viaf.org/viaf/68156131047758312360
Hannia,13870,
"Hansen, Emma",8662,http://viaf.org/viaf/31158125046114932069
"Hansen, Naomi",9790,http://viaf.org/viaf/22164114761710051206
"Hansen, Regina",10377,"http://viaf.org/viaf/30062291/#Hansen,_Regina"
"Hansen, Vivian",9085; 9117,http://viaf.org/viaf/106055960
Harar,13719,
"Harbridge, Kim",10281,
"Harbridge, Paul",11424,http://viaf.org/viaf/101450826
"Harding, Robyn",13440; 9371; 9426,http://viaf.org/viaf/78499695
"Harding-Russell, Gillian",11365,"https://viaf.org/viaf/36872602/#Harding-Russell,_Gillian,_1952-"
"Hardy, Kel",8434; 8439,
"Hare, Louise",8793,http://viaf.org/viaf/3237161212085340070008
"Harewood, Adrian",12317; 9143; 9161,
"Hargraves, Peter",12328,http://viaf.org/viaf/104625267
"Hargreaves, Tessa",8878,
"Harman, Whess",8672,
"Harmel, Kristin",9652,"https://viaf.org/viaf/42170738/#Harmel,_Kristin."
"Harper, Grace",9812,
"Harper, Maika",12027,"https://viaf.org/viaf/6156988989461002939/#Harper,_Maika,_1986-"
"Harris, Colin",12323,
"Harris, Jane",8628; 9931,http://viaf.org/viaf/60249802
"Harris, Kate",11097,"https://viaf.org/viaf/4150565456306250368/#Harris,_Kate,_1982-...."
"Harris, Maureen Scott",8776,http://viaf.org/viaf/31881943
"Harrison, Bronwyn",13820,
"Harrison, Elizabeth",10295,
"Harrison, Richard",8377,http://viaf.org/viaf/50370849
"Hart, Carl",12741,http://viaf.org/viaf/78183450
"Hartsfield, Carla",9714,http://viaf.org/viaf/92537702
"Harvey, Ken",12660,http://viaf.org/viaf/23161573651204522746
"Harvey, Samantha",8949,http://viaf.org/viaf/88261533
"Harwood-Jones, Markus",11757; 8436,http://viaf.org/viaf/559149196368774790541
"Hasan, Tazeen",9479,"https://viaf.org/viaf/282631220/#Hasan,_Tazeen"
"Hasegawa, Jennifer",12112; 13620,http://viaf.org/viaf/1157222743684971548
"Hasham, Chemar-Ali",9565,
"Hashimi, Nadia",12939,http://viaf.org/viaf/24146635658741982498
"Haskell, Joy",13643,
"Haskins, David",10036,http://viaf.org/viaf/57926797
"Hassan, Ali",9513,
"Hassan, Diriye",9017,
"Hassan, Huda",12702,
"Hasselriis, Kaj",12350; 13258,http://viaf.org/viaf/6579160001845530300004
"Hatfield, Percy",11947; 8829,https://en.wikipedia.org/wiki/Percy_Hatfield
"Hathaway, Luke",9594; 9694; 9814,"http://viaf.org/viaf/25163567807216382125; http://viaf.org/viaf/25163567807216382125/#Hathaway,_Luke"
"Haughton, Asante",11488; 11491; 11492,
"Hausner, Beatriz",10031; 12105; 12679; 13924; 13925; 8283; 8303; 8839; 8846, http://viaf.org/viaf/36614287; http://viaf.org/viaf/31137570; http://viaf.org/viaf/36614287
"Havs, Niels",11532,
"Hawkins, Paula",11653,http://viaf.org/viaf/14277202
"Hawthorne, Keagan",8271,
"Hay, Gina",12060,
"Hayden, Ashley",13055,http://viaf.org/viaf/27146936817813782743
"Hayes, Diana",11605,http://viaf.org/viaf/30820615
"Hayes, Diana E.",11847,
"Hayes, Molly",9471,
"Haynes, Elizabeth",9110,http://viaf.org/viaf/72622773
"Haynes, Michael",9801,"https://viaf.org/viaf/110535691/#Haynes,_Michael,_1951-...."
"Haynes, Rayanne",9931,http://viaf.org/viaf/10154257786924151145
"Haysome, Ian",12460,
"Hayter-Menzies, Grant",11398,"https://viaf.org/viaf/50439130/#Hayter-Menzies,_Grant,_1964-"
"Hayward, Lucas",8263,
"Haze, Ashlee",13563; 13565,"http://viaf.org/viaf/65151654771808282951; https://viaf.org/viaf/65151654771808282951/#Haze,_Ashlee,_1989-"
"Hazelton, Hugh",13608; 8295,http://viaf.org/viaf/335896
"Healey, Emma",10477,"https://viaf.org/viaf/7736160486127205180003/#Healey,_Emma,_1991-"
"Healey, Haley",11369; 11386; 11840,"http://viaf.org/viaf/21157949259665091167; https://viaf.org/viaf/21157949259665091167/#Healey,_Haley"
"Healy, Brendan",8794,http://viaf.org/viaf/315220689
"Hearn Hill, Bonnie",8870; 8879,http://viaf.org/viaf/41198256
"Heartfield, Kate",10477; 9348,"http://viaf.org/viaf/21150083816914941200; https://viaf.org/viaf/21150083816914941200/#Heartfield,_Kate"
"Heath, Ellie",13336,
"Heavy Shield, Faye",13408,http://viaf.org/viaf/96617275
"Heavy Shield, Hali",13408,http://viaf.org/viaf/53167863584022740852
"Hecht, Tracy",8360,http://viaf.org/viaf/58146331864218691546
"Hedderwick, John",12742; 12743,
"Hedderwick, Jon",13688; 13800,
"Hedges, Chris",13366,http://viaf.org/viaf/51056129
"Heffernan, Seamus",9139,http://viaf.org/viaf/350157523233727030853
"Hegele, Sydney",10477,https://www.wikidata.org/wiki/Q112625457
"Hegerat, Betty Jane",11811,http://viaf.org/viaf/7153002
"Heide, Chris",10627,http://viaf.org/viaf/92962776
"Heidenreich, Rosmarin",12321,http://viaf.org/viaf/34521440
"Heighton, Steven",10085; 11294; 11296; 8263; 8331; 9163; 9412; 9417; 9459; 9587; 9638; 9690,"http://viaf.org/viaf/113293009; http://viaf.org/viaf/1213148451595515970009; https://viaf.org/viaf/113293009/#Heighton,_Steven,_1961-"
"Heinerth, Jill",12791; 13037; 13425,http://viaf.org/viaf/65148207862100342397
"Heinis, Shery Alexander",8262,
"Heins, Jay",12116,
"Hellman, Thomas",13920,http://viaf.org/viaf/37230231
"Helme, Danièle-Taoahere",13155,http://viaf.org/viaf/126158367855201282322
"Helps, Lisa",8324,
"Hemingway, Annie",13357, http://viaf.org/viaf/1675159234589603372097
"Heminway, Annie",13031,
"Hemming, Deborah",10620,http://viaf.org/viaf/13157825283854062609
"Henderson, Keith",11784,http://viaf.org/viaf/34301694
"Henderson, Leah",8442,
"Henderson, Mathew",9376,http://viaf.org/viaf/252533979
